group_sha,source,n_inc,n_dec,n_items,auto_type,negation_present,jaccard_mean,entity_overlap_mean,evidence_seen_in_discovery600,inc_item_ids,dec_item_ids,evidence
f7cc98fe7b,fever,3,2,5,explicit_negation,yes,0.4171,0.45,True,"g24a_fever_27457,g24a_fever_5600,g24a_fever_82509","g24a_fever_104499,g24a_fever_26332","She also starred in the films The Cat in the Hat, Old Dogs, and Broken Bridges."
f81d4310d0,fever,1,1,2,explicit_negation,yes,0.2222,1.0,False,g24a_fever_207263,g24a_fever_207256,This is believed to be due to the increasing number of elderly people and increasing rates of obesity.
f8309df516,fever,3,2,5,numeric_value,no,0.36,0.5,False,"g24a_fever_105256,g24a_fever_124719,g24a_fever_99099","g24a_fever_155930,g24a_fever_85093","The first season of the American television comedy series Louie premiered on June 29, 2010 and concluded on September 7, 2010."
f83e97735f,fever,5,5,10,explicit_negation,yes,0.3485,0.3867,False,"g24a_fever_161842,g24a_fever_161846,g24a_fever_161848,g24a_fever_161856,g24a_fever_161865","g24a_fever_161843,g24a_fever_161861,g24a_fever_161862,g24a_fever_161863,g24a_fever_161864","He is the youngest of only twelve people who have won an Emmy, a Grammy, an Oscar, and a Tony Award, and the quickest (10 years) to win all four."
f863c27012,fever,3,3,6,exclusive_alternative,no,0.4994,0.7481,False,"g24a_fever_223201,g24a_fever_223205,g24a_fever_223214","g24a_fever_223202,g24a_fever_223208,g24a_fever_223210","FC Bayern was founded in 1900 by 11 football players, led by Franz John."
f88d48bce6,fever,5,6,11,numeric_value,no,0.2779,0.3078,True,"g24a_fever_118430,g24a_fever_48416,g24a_fever_50887,g24a_fever_50888,g24a_fever_8888","g24a_fever_126962,g24a_fever_46859,g24a_fever_61922,g24a_fever_71441,g24a_fever_78080,g24a_fever_79347","Austin Lee Russell (born September 8, 1982), better known by his stage name of Chumlee, is an American actor, businessman and reality television personality, known as a cast member on the History Channel television show Pawn Stars, which depicts the daily business at the Gold and Silver Pawn Shop in Las Vegas where Russell works as an employee."
f8d5ca2f3e,fever,5,6,11,explicit_negation,yes,0.3543,0.2667,False,"g24a_fever_11620,g24a_fever_147477,g24a_fever_148696,g24a_fever_24684,g24a_fever_53135","g24a_fever_137416,g24a_fever_137842,g24a_fever_151935,g24a_fever_157492,g24a_fever_79208,g24a_fever_95210","Arizona ([ɛərᵻˈzoʊnə, _ ærᵻ -]) (Hoozdo Hahoodzo [xòːztò xɑ̀xòːtsò] O'odham: Alĭ ṣonak [ˡaɺi ˡʃonak]) is a state in the southwestern region of the United States."
f91b321d30,fever,1,5,6,indirect_contradiction,no,0.4477,0.8333,False,g24a_fever_117351,"g24a_fever_1244,g24a_fever_148057,g24a_fever_19951,g24a_fever_58230,g24a_fever_83984","Nottingham Forest Football Club is a professional association football club based in Nottingham, England."
f9399b4a82,fever,5,3,8,numeric_value,no,0.4333,0.7556,False,"g24a_fever_101528,g24a_fever_141911,g24a_fever_17783,g24a_fever_44703,g24a_fever_96271","g24a_fever_128931,g24a_fever_21495,g24a_fever_46712","The first building was designed by Ralph Rapson, included a 1,441-seat thrust stage designed by Tanya Moiseiwitsch, and was operated from 1963 -- 2006."
f969431bc7,scifact,1,1,2,indirect_contradiction,no,0.7222,1.0,False,g24a_scifact_1105,g24a_scifact_1106,"RESULTS Univariate conditional logistic regression analysis found that cases were more likely to be men, to be of lower estimated social class, and to have had academic difficulties during their medical course, especially in the early years. Multivariable analysis showed that male sex (odds ratio 9.80, 95% confidence interval 2.43 to 39.44, P=0.001), lower social class (4.28, 1.52 to 12.09, P=0.006), and failure of early or preclinical examinations (5.47, 2.17 to 13.79, P<0.001) were independently associated with being a case. CONCLUSIONS This small study suggests that male sex, a lower socioeconomic background, and early academic difficulties at medical school could be risk factors for subsequent professional misconduct."
f96c2781a0,fever,5,5,10,indirect_contradiction,no,0.2879,0.377,False,"g24a_fever_117199,g24a_fever_143300,g24a_fever_45302,g24a_fever_7031,g24a_fever_7032","g24a_fever_108836,g24a_fever_128154,g24a_fever_158265,g24a_fever_57638,g24a_fever_93426","The battle took place in the flat country of the Province of Piacenza on the left bank of the Trebbia River, a shallow, braided stream, not far south from its confluence (from the south) with the Po river."
f9855e65f5,fever,3,1,4,explicit_negation,yes,0.2028,0.3333,False,"g24a_fever_139493,g24a_fever_39175,g24a_fever_73372",g24a_fever_153367,"Posthumously he shared the 2007 Independent Spirit Robert Altman Award with the rest of the ensemble cast, the director, and the casting director for the film I 'm Not There, which was inspired by the life and songs of American singer-songwriter Bob Dylan."
f9a612a03c,fever,3,3,6,indirect_contradiction,no,0.4111,0.6667,True,"g24a_fever_22309,g24a_fever_97004,g24a_fever_97538","g24a_fever_140254,g24a_fever_22310,g24a_fever_80909","Fereydun Robert ""Fred"" Armisen (born December 4, 1966) is an American actor, comedian, voice artist, screenwriter, producer, singer, and musician."
f9e9c2c4a2,fever,2,1,3,indirect_contradiction,no,0.2976,1.0,False,"g24a_fever_177138,g24a_fever_177150",g24a_fever_177148,Invasion literature (or the invasion novel) is a literary genre most notable between 1871 and the First World War (1914) but still practised to this day.
fa0890a9d4,fever,1,1,2,indirect_contradiction,no,0.6,1.0,False,g24a_fever_5688,g24a_fever_5689,"Amyotrophic lateral sclerosis (ALS), also known as Lou Gehrig's disease and motor neurone disease (MND), is a specific disease that causes the death of neurons which control voluntary muscles."
fa15646b91,fever,1,1,2,indirect_contradiction,no,0.4,1.0,False,g24a_fever_164647,g24a_fever_164643,To Pimp a Butterfly is the third studio album by American rapper Kendrick Lamar.
fa2866f5be,fever,1,2,3,explicit_negation,yes,0.6583,0.625,False,g24a_fever_93064,"g24a_fever_153270,g24a_fever_99849","In 1999, the American Film Institute ranked Bogart as the greatest male star of Classic American cinema."
fa52d51b4e,fever,4,2,6,explicit_negation,yes,0.203,0.5,False,"g24a_fever_191877,g24a_fever_191881,g24a_fever_191884,g24a_fever_191892","g24a_fever_191888,g24a_fever_191889",It is the capital of the province of Padua and the economic and communications hub of the area.
fad2930cac,fever,3,1,4,explicit_negation,yes,0.2315,0.6667,False,"g24a_fever_357,g24a_fever_76551,g24a_fever_84041",g24a_fever_93981,"In 2017, Graham became the first plus-size model to appear on the covers of British and American Vogue."
fad823fb4a,fever,2,1,3,indirect_contradiction,no,0.2,1.0,False,"g24a_fever_156511,g24a_fever_6",g24a_fever_152929,Mozilla Firefox (or simply Firefox) is a free and open-source web browser developed by the Mozilla Foundation and its subsidiary the Mozilla Corporation.
fb37cb9aa9,fever,1,1,2,numeric_value,no,0.75,0.5,False,g24a_fever_113884,g24a_fever_99531,"In 2009, McMahon announced his resignation from WWE which went into effect January 1, 2010."
fb7af6c6d8,fever,2,2,4,numeric_value,no,0.4569,1.0,False,"g24a_fever_155911,g24a_fever_17840","g24a_fever_137678,g24a_fever_17841","As of February 2015, Food Network is available to approximately 96,931,000 pay television households (83.3% of households with television) in the United States."
fb8663a655,fever,4,7,11,exclusive_alternative,no,0.3795,0.7857,False,"g24a_fever_102346,g24a_fever_143533,g24a_fever_14939,g24a_fever_39509","g24a_fever_112163,g24a_fever_132775,g24a_fever_14940,g24a_fever_150964,g24a_fever_25870,g24a_fever_36569,g24a_fever_94032","Knocked Up is a 2007 American romantic comedy film written, directed, and co-produced by Judd Apatow, and starring Seth Rogen, Katherine Heigl, Paul Rudd, and Leslie Mann."
fb88a83555,fever,4,2,6,numeric_value,no,0.2767,0.25,False,"g24a_fever_132649,g24a_fever_144391,g24a_fever_147696,g24a_fever_7624","g24a_fever_1248,g24a_fever_7625","Ghost is a 1990 American romantic fantasy thriller film starring Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn, and Rick Aviles."
fbd7341934,fever,4,1,5,exclusive_alternative,no,0.1756,0.0,False,"g24a_fever_194908,g24a_fever_194912,g24a_fever_194915,g24a_fever_194922",g24a_fever_194906,"Several actors including John Larroquette, John Diehl, Conrad Dunn and Judge Reinhold were featured in their first significant film roles."
fbdecaf313,fever,4,3,7,exclusive_alternative,no,0.2308,0.25,False,"g24a_fever_215267,g24a_fever_215272,g24a_fever_215283,g24a_fever_215285","g24a_fever_215274,g24a_fever_215277,g24a_fever_215279",The Public Broadcasting Service (PBS) is an American public broadcaster and television program distributor.
fbf8d8f9e2,fever,3,2,5,explicit_negation,yes,0.6528,1.0,False,"g24a_fever_116026,g24a_fever_148180,g24a_fever_19687","g24a_fever_154984,g24a_fever_7041",He is ranked 3rd all-time in both rebounds and blocks.
fc194aedb7,fever,2,5,7,numeric_value,no,0.564,0.8,False,"g24a_fever_124472,g24a_fever_99251","g24a_fever_24779,g24a_fever_83351,g24a_fever_86131,g24a_fever_91798,g24a_fever_96377","For instance, in 2015, among Americans, 89% of adults had consumed alcohol at some point, 70% had drunk it in the last year, and 56% in the last month."
fc3d2a1f1b,fever,4,6,10,explicit_negation,yes,0.384,0.4583,False,"g24a_fever_103863,g24a_fever_131529,g24a_fever_36424,g24a_fever_36425","g24a_fever_103173,g24a_fever_127225,g24a_fever_132134,g24a_fever_147762,g24a_fever_87760,g24a_fever_97494",She is the youngest daughter of Billy Ray Cyrus and younger sister of Miley Cyrus and Trace Cyrus.
fc5698d858,fever,1,2,3,indirect_contradiction,no,0.3643,0.6667,False,g24a_fever_183597,"g24a_fever_183611,g24a_fever_183614","Directed by Andrew Stanton with co-direction by Angus MacLane, the screenplay was written by Stanton and Victoria Strouse. Andrew Stanton (born December 3, 1965) is an American film director, screenwriter, producer and voice actor based at Pixar."
fc6876f202,fever,3,2,5,explicit_negation,yes,0.6746,0.8333,False,"g24a_fever_132160,g24a_fever_134119,g24a_fever_17554","g24a_fever_17555,g24a_fever_65720",Amy Jade Winehouse (14 September 1983 -- 23 July 2011) was an English singer and songwriter.
fc72fce03d,fever,2,3,5,numeric_value,no,0.4917,1.0,False,"g24a_fever_13668,g24a_fever_2147","g24a_fever_138622,g24a_fever_142758,g24a_fever_145588","Elizabeth Chase ""Lizzie"" Olsen (born February 16, 1989) is an American actress."
fc84423dd7,fever,3,4,7,explicit_negation,yes,0.1801,1.0,False,"g24a_fever_123826,g24a_fever_55860,g24a_fever_6210","g24a_fever_122111,g24a_fever_129412,g24a_fever_139730,g24a_fever_26404","The ovary (From ovarium, literally ""egg"" or ""nut"") is an ovum-producing reproductive organ, found in pairs in the female as part of the vertebrate female reproductive system."
fcd3d4213d,fever,3,6,9,numeric_value,no,0.2857,0.8056,False,"g24a_fever_132600,g24a_fever_149787,g24a_fever_88941","g24a_fever_103745,g24a_fever_119695,g24a_fever_138565,g24a_fever_140517,g24a_fever_150083,g24a_fever_55113",Michelin Guides ([ɡid miʃ.lɛ̃]) are a series of guide books published by the French company Michelin for more than a century.
fcee4cb4ca,fever,3,1,4,indirect_contradiction,no,0.35,1.0,False,"g24a_fever_108434,g24a_fever_46759,g24a_fever_89573",g24a_fever_146225,"In 2015, Raven-Symoné joined the cast of the new hit primetime drama Empire in the recurring role of Olivia, the vengeful ex-wife of one of the main characters."
fd0df7719e,fever,1,3,4,indirect_contradiction,no,0.2778,0.6667,True,g24a_fever_72923,"g24a_fever_135024,g24a_fever_75759,g24a_fever_99102",Fidaa is an upcoming Telugu film written and directed by Sekhar Kammula.
fd26d2a715,scifact,1,1,2,antonym_opposite,no,0.6429,1.0,False,g24a_scifact_1266,g24a_scifact_1265,"Compared with women who had placentas weighing less than 500 g in 2 consecutive pregnancies, the risk of breast cancer was increased among women whose placentas weighed between 500 and 699 g in their first pregnancy and at least 700 g in their second pregnancy (or vice versa) (adjusted hazard ratio, 1.82; 95% confidence interval [CI], 1.07-3.08), and the corresponding risk was doubled among women whose placentas weighed at least 700 g in both pregnancies (adjusted hazard ratio, 2.05; 95% CI, 1.15-3.64). CONCLUSIONS Placental weight is positively associated with maternal risk of breast cancer."
fd2adf1eac,fever,8,5,13,numeric_value,no,0.3298,0.55,False,"g24a_fever_101618,g24a_fever_105310,g24a_fever_106369,g24a_fever_114659,g24a_fever_134212,g24a_fever_41786,g24a_fever_5453,g24a_fever_6539","g24a_fever_109293,g24a_fever_109522,g24a_fever_42390,g24a_fever_5454,g24a_fever_79520","Jack Ryan Falahee (born February 20, 1989) is an American actor."
fd32920589,fever,4,2,6,numeric_value,no,0.3604,0.6167,False,"g24a_fever_194432,g24a_fever_194439,g24a_fever_194446,g24a_fever_194447","g24a_fever_194442,g24a_fever_194451",The Pacers were first established in 1967 as a member of the American Basketball Association (ABA) and became a member of the NBA in 1976 as a result of the ABA -- NBA merger.
fd51fb27aa,fever,8,8,16,exclusive_alternative,no,0.2172,0.6552,False,"g24a_fever_172743,g24a_fever_172747,g24a_fever_172748,g24a_fever_172749,g24a_fever_172754,g24a_fever_172765,g24a_fever_172768,g24a_fever_172771","g24a_fever_172746,g24a_fever_172751,g24a_fever_172753,g24a_fever_172757,g24a_fever_172762,g24a_fever_172766,g24a_fever_172767,g24a_fever_172776","The Beach is a 2000 adventure drama film directed by Danny Boyle and based on the 1996 novel of the same name by Alex Garland, which was adapted for the film by John Hodge."
fd7e96f446,fever,5,3,8,indirect_contradiction,no,0.1615,1.0,True,"g24a_fever_119047,g24a_fever_4240,g24a_fever_55571,g24a_fever_8257,g24a_fever_93333","g24a_fever_157517,g24a_fever_91414,g24a_fever_93287","Because microbiologists specialize in the investigation of microorganisms that typically cause infection, their research commonly promotes information found in immunology, pathology, and molecular biology."
fda68c2d99,fever,2,2,4,indirect_contradiction,no,0.2024,0.6667,False,"g24a_fever_36731,g24a_fever_99495","g24a_fever_135680,g24a_fever_27960","The Prowler is a fictional character, a superhero appearing in American comic books published by Marvel Comics."
fda7fcf2e5,fever,5,4,9,numeric_value,no,0.4278,0.401,False,"g24a_fever_10947,g24a_fever_118099,g24a_fever_29746,g24a_fever_7467,g24a_fever_91784","g24a_fever_126551,g24a_fever_144819,g24a_fever_26289,g24a_fever_28626","It is a remake of the 1972 Fist of Fury, which starred Bruce Lee as the lead character."
fdb3ac61fa,fever,6,4,10,explicit_negation,yes,0.3775,0.5416,False,"g24a_fever_101552,g24a_fever_127659,g24a_fever_158036,g24a_fever_37801,g24a_fever_59001,g24a_fever_95842","g24a_fever_100785,g24a_fever_101656,g24a_fever_37802,g24a_fever_43900","The show was awarded nine Tony Awards, one of which was for Best Musical, and a Grammy Award for Best Musical Theater Album."
fdbb7b9805,fever,2,2,4,indirect_contradiction,no,0.4655,0.5714,False,"g24a_fever_109447,g24a_fever_25520","g24a_fever_121218,g24a_fever_83664",She is best known as the creator of the YouTube web series Awkward Black Girl.
fdfafd7e51,fever,4,1,5,exclusive_alternative,no,0.2292,0.0,True,"g24a_fever_87456,g24a_fever_87903,g24a_fever_88352,g24a_fever_99736",g24a_fever_142888,"She is known for starring in the action films Mission: Impossible III and Live Free or Die Hard and played the title role of The CW's action-thriller series Nikita, airing from 2010 to 2013."
fe6429a736,fever,3,1,4,exclusive_alternative,no,0.2369,0.3333,True,"g24a_fever_173598,g24a_fever_173613,g24a_fever_173619",g24a_fever_173614,"A Broadway revival opened in 2009, earning strong reviews and winning the Tony Award and Drama Desk Award for best revival of a musical."
fe734562d1,fever,5,2,7,indirect_contradiction,no,0.18,1.0,True,"g24a_fever_152008,g24a_fever_38312,g24a_fever_38313,g24a_fever_4171,g24a_fever_44710","g24a_fever_131487,g24a_fever_4172","A monster is any creature, usually found in legends or horror fiction, that is often hideous and may produce fear or physical harm by its appearance or its actions."
